CustomerKey,CustomerID,CustomerName,Segment,Country,EffectiveDate,ExpiryDate,IsCurrent
12558,CUST009110,Evergreen Pharma Corp,Enterprise,Canada,12/5/2024,12/31/9999,TRUE
12559,CUST009111,Apex Retail Corp,Education,Brazil,4/15/2018,12/31/9999,TRUE
12560,CUST009112,Cobalt Foods LLC,Mid-Market,Germany,9/11/2020,7/2/2022,FALSE
12561,CUST009112,Cobalt Foods LLC,Mid-Market,Australia,7/3/2022,5/11/2023,FALSE
12562,CUST009112,Cobalt Foods LLC,Government,Mexico,5/12/2023,12/31/9999,TRUE
12563,CUST009113,Halcyon Software Inc,Enterprise,China,10/26/2021,12/31/9999,TRUE
12564,CUST009114,Joseph Costa,Consumer,India,11/15/2021,12/31/9999,TRUE
12565,CUST009115,Halcyon Analytics Inc,SMB,Australia,9/25/2018,12/31/9999,TRUE
12566,CUST009116,Sterling Solutions PLC,Mid-Market,France,12/14/2018,12/31/9999,TRUE
12567,CUST009117,Sterling Energy LLC,Government,United States,10/25/2021,12/31/9999,TRUE
12568,CUST009118,Pacific Energy Ltd,Education,Canada,10/5/2019,12/31/9999,TRUE
12569,CUST009119,Ingrid Silva,Consumer,United Kingdom,10/26/2022,4/20/2024,FALSE
12570,CUST009119,Ingrid Silva,Consumer,United Kingdom,4/21/2024,12/31/9999,TRUE
12571,CUST009120,Cobalt Health Inc,Startup,Spain,5/12/2018,12/31/9999,TRUE
12572,CUST009121,Nova Health Holdings,Enterprise,United Kingdom,12/15/2021,9/15/2022,FALSE
12573,CUST009121,Nova Health Holdings,Mid-Market,United Kingdom,9/16/2022,4/22/2023,FALSE
12574,CUST009121,Nova Health Holdings,Government,United Kingdom,4/23/2023,12/31/9999,TRUE
12575,CUST009122,Pioneer Dynamics Inc,Education,Brazil,6/28/2020,12/31/9999,TRUE
12576,CUST009123,Sterling Textiles Group,Mid-Market,Australia,8/24/2019,4/23/2020,FALSE
12577,CUST009123,Sterling Textiles Group,Government,Australia,4/24/2020,12/31/9999,TRUE
12578,CUST009124,Cascade Motors Ltd,Government,India,8/22/2022,6/6/2024,FALSE
12579,CUST009124,Cascade Motors Ltd,Education,India,6/7/2024,12/31/9999,TRUE
12580,CUST009125,Pioneer Pharma PLC,SMB,Argentina,1/17/2022,12/31/9999,TRUE
12581,CUST009126,Sarah Martinez,Consumer,Brazil,12/24/2020,12/31/9999,TRUE
12582,CUST009127,Onyx Media Holdings,Startup,France,4/10/2019,11/4/2020,FALSE
12583,CUST009127,Onyx Media Holdings,Startup,Brazil,11/5/2020,12/31/9999,TRUE
12584,CUST009128,Onyx Dynamics Holdings,Startup,Argentina,1/7/2019,12/31/9999,TRUE
12585,CUST009129,Sarah Nguyen,Consumer,Netherlands,9/20/2018,12/31/9999,TRUE
12586,CUST009130,Atlas Energy Group,Government,Argentina,10/7/2022,12/31/9999,TRUE
12587,CUST009131,Cascade Media Group,Startup,Argentina,4/18/2021,3/28/2022,FALSE
12588,CUST009131,Cascade Media Group,Startup,Argentina,3/29/2022,12/25/2022,FALSE
12589,CUST009131,Cascade Media Group,Startup,Argentina,12/26/2022,12/31/9999,TRUE
12590,CUST009132,Meridian Systems Ltd,Education,Mexico,4/3/2021,12/31/9999,TRUE
12591,CUST009133,Vertex Motors LLC,SMB,Australia,5/27/2018,12/31/9999,TRUE
12592,CUST009134,Horizon Dynamics Corp,Mid-Market,United Kingdom,11/13/2018,12/13/2019,FALSE
12593,CUST009134,Horizon Dynamics Corp,Mid-Market,United Kingdom,12/14/2019,12/31/9999,TRUE
12594,CUST009135,Quantum Systems Corp,SMB,Japan,2/7/2022,12/31/9999,TRUE
12595,CUST009136,Global Textiles LLC,Education,Argentina,2/28/2018,12/31/9999,TRUE
12596,CUST009137,Quantum Software Holdings,Government,Germany,12/7/2022,3/26/2024,FALSE
12597,CUST009137,Quantum Software Holdings,Enterprise,Germany,3/27/2024,12/31/9999,TRUE
12598,CUST009138,Cobalt Robotics Group,Government,Mexico,2/5/2021,12/31/9999,TRUE
12599,CUST009139,Onyx Textiles LLC,Mid-Market,Spain,11/19/2022,10/8/2024,FALSE
12600,CUST009139,Onyx Textiles LLC,Mid-Market,Spain,10/9/2024,12/31/9999,TRUE
12601,CUST009140,Thomas Novak,Consumer,Argentina,4/27/2020,3/11/2022,FALSE
12602,CUST009140,Thomas Novak,Government,Argentina,3/12/2022,12/31/9999,TRUE
12603,CUST009141,Prime Financial Holdings,Government,Japan,7/8/2020,12/31/9999,TRUE
12604,CUST009142,Patricia Smith,Consumer,Chile,4/7/2021,12/31/9999,TRUE
12605,CUST009143,Quantum Financial LLC,Education,Spain,9/11/2018,12/31/9999,TRUE
12606,CUST009144,Atlas Robotics LLC,Mid-Market,Australia,4/2/2020,1/7/2022,FALSE
12607,CUST009144,Atlas Robotics LLC,Mid-Market,Australia,1/8/2022,12/31/9999,TRUE
12608,CUST009145,Cascade Energy LLC,Enterprise,China,6/28/2020,12/31/9999,TRUE
12609,CUST009146,Sterling Textiles Group,Education,Chile,12/25/2022,12/31/9999,TRUE
12610,CUST009147,Elizabeth Brown,Consumer,Spain,12/5/2018,12/31/9999,TRUE
12611,CUST009148,Pacific Financial Corp,Mid-Market,Argentina,8/25/2019,4/10/2020,FALSE
12612,CUST009148,Pacific Financial Corp,Mid-Market,Argentina,4/11/2020,12/31/9999,TRUE
12613,CUST009149,Apex Systems Inc,Enterprise,Italy,4/3/2019,12/31/9999,TRUE
12614,CUST009150,Nova Health Holdings,Enterprise,Brazil,6/6/2020,12/31/9999,TRUE
12615,CUST009151,Ingrid Okafor,Consumer,Singapore,7/22/2021,12/31/9999,TRUE
12616,CUST009152,Atlas Industries Corp,Mid-Market,Spain,4/15/2021,12/31/9999,TRUE
12617,CUST009153,Redwood Solutions LLC,Startup,Italy,7/16/2021,12/31/9999,TRUE
12618,CUST009154,Vertex Networks Holdings,Enterprise,Singapore,4/7/2020,12/31/9999,TRUE
12619,CUST009155,Prime Financial Group,Startup,Australia,3/15/2022,12/31/9999,TRUE
12620,CUST009156,Halcyon Pharma Group,Mid-Market,United Kingdom,5/19/2018,12/31/9999,TRUE
12621,CUST009157,Sterling Dynamics Inc,Startup,Chile,12/20/2019,9/2/2021,FALSE
12622,CUST009157,Sterling Dynamics Inc,Government,Germany,9/3/2021,12/31/9999,TRUE
12623,CUST009158,Meridian Software Inc,SMB,Netherlands,6/28/2018,12/31/9999,TRUE
12624,CUST009159,Meridian Media Ltd,Government,Germany,3/12/2020,2/10/2022,FALSE
12625,CUST009159,Meridian Media Ltd,Government,Germany,2/11/2022,12/31/9999,TRUE
12626,CUST009160,Cascade Industries LLC,SMB,Germany,3/27/2018,12/31/9999,TRUE
12627,CUST009161,Cascade Dynamics Group,Mid-Market,United States,10/28/2020,6/12/2021,FALSE
12628,CUST009161,Cascade Dynamics Group,Consumer,Italy,6/13/2021,12/31/9999,TRUE
12629,CUST009162,Pioneer Industries Co,Mid-Market,Singapore,1/19/2022,8/14/2023,FALSE
12630,CUST009162,Pioneer Industries Co,Education,Italy,8/15/2023,12/31/9999,TRUE
12631,CUST009163,William Sato,Consumer,India,8/1/2020,12/31/9999,TRUE
12632,CUST009164,Evergreen Analytics Holdings,Enterprise,Chile,10/24/2019,10/13/2021,FALSE
12633,CUST009164,Evergreen Analytics Holdings,Enterprise,Chile,10/14/2021,12/31/9999,TRUE
12634,CUST009165,Quantum Robotics Ltd,Government,Singapore,10/5/2020,12/31/9999,TRUE
12635,CUST009166,Horizon Consulting Inc,Startup,United Kingdom,1/3/2018,12/31/9999,TRUE
12636,CUST009167,Nova Health Inc,Government,Canada,1/15/2018,12/31/9999,TRUE
12637,CUST009168,Cobalt Solutions PLC,Startup,China,1/11/2019,12/31/9999,TRUE
12638,CUST009169,Global Software Ltd,Enterprise,France,2/6/2019,8/1/2020,FALSE
12639,CUST009169,Global Software Ltd,SMB,United States,8/2/2020,12/31/9999,TRUE
12640,CUST009170,Vertex Health LLC,Education,Spain,9/21/2019,12/31/9999,TRUE
12641,CUST009171,Northern Textiles Corp,Mid-Market,Japan,9/27/2021,12/31/9999,TRUE
12642,CUST009172,Jessica Novak,Consumer,China,3/8/2018,8/31/2019,FALSE
12643,CUST009172,Jessica Novak,Startup,China,9/1/2019,12/31/9999,TRUE
12644,CUST009173,James Johnson,Consumer,Canada,11/13/2020,12/31/9999,TRUE
12645,CUST009174,Prime Pharma Corp,Startup,India,11/11/2018,7/4/2019,FALSE
12646,CUST009174,Prime Pharma Corp,SMB,Spain,7/5/2019,12/31/9999,TRUE
12647,CUST009175,Prime Foods Holdings,Government,Canada,2/14/2022,7/5/2023,FALSE
12648,CUST009175,Prime Foods Holdings,Mid-Market,Canada,7/6/2023,12/31/9999,TRUE
12649,CUST009176,Apex Media Co,Government,United Kingdom,1/4/2021,12/31/9999,TRUE
12650,CUST009177,Vertex Robotics Group,Government,United States,10/25/2019,6/29/2021,FALSE
12651,CUST009177,Vertex Robotics Group,Government,United States,6/30/2021,12/31/9999,TRUE
12652,CUST009178,David Jones,Consumer,Netherlands,5/16/2020,12/31/9999,TRUE
12653,CUST009179,Jessica Williams,Consumer,Germany,5/15/2019,5/16/2021,FALSE
12654,CUST009179,Jessica Williams,Consumer,United Kingdom,5/17/2021,12/31/9999,TRUE
12655,CUST009180,Northern Industries Co,Government,Chile,7/4/2021,11/27/2023,FALSE
12656,CUST009180,Northern Industries Co,Government,Argentina,11/28/2023,12/31/9999,TRUE
12657,CUST009181,Cobalt Pharma Ltd,Enterprise,China,3/25/2018,9/5/2020,FALSE
12658,CUST009181,Cobalt Pharma Ltd,Education,Brazil,9/6/2020,11/7/2022,FALSE
12659,CUST009181,Cobalt Pharma Ltd,Education,Brazil,11/8/2022,12/31/9999,TRUE
12660,CUST009182,Cascade Logistics Corp,SMB,France,9/7/2022,2/12/2024,FALSE
12661,CUST009182,Cascade Logistics Corp,SMB,France,2/13/2024,12/31/9999,TRUE
12662,CUST009183,Elizabeth Wang,Consumer,Netherlands,5/1/2019,12/31/9999,TRUE
12663,CUST009184,Northern Motors Group,SMB,France,12/27/2022,12/2/2024,FALSE
12664,CUST009184,Northern Motors Group,Education,Mexico,12/3/2024,12/31/9999,TRUE
12665,CUST009185,Meridian Motors Corp,Enterprise,Argentina,5/21/2019,11/4/2021,FALSE
12666,CUST009185,Meridian Motors Corp,Enterprise,Chile,11/5/2021,12/31/9999,TRUE
12667,CUST009186,Onyx Analytics Ltd,SMB,India,12/7/2019,12/31/9999,TRUE
12668,CUST009187,Summit Systems LLC,Mid-Market,Netherlands,2/16/2018,12/31/9999,TRUE
12669,CUST009188,Vertex Solutions PLC,Education,Italy,12/19/2018,4/13/2021,FALSE
12670,CUST009188,Vertex Solutions PLC,Government,Italy,4/14/2021,12/31/9999,TRUE
12671,CUST009189,Apex Energy PLC,Government,Germany,6/12/2022,12/31/9999,TRUE
12672,CUST009190,Joseph Brown,Consumer,France,2/14/2018,12/31/9999,TRUE
12673,CUST009191,Elizabeth Reyes,Consumer,Italy,2/25/2019,12/31/2019,FALSE
12674,CUST009191,Elizabeth Reyes,Consumer,Italy,1/1/2020,8/15/2021,FALSE
12675,CUST009191,Elizabeth Reyes,Government,Italy,8/16/2021,12/31/9999,TRUE
12676,CUST009192,Onyx Pharma Group,Mid-Market,Chile,9/23/2019,12/31/9999,TRUE
12677,CUST009193,Elizabeth Andersen,Consumer,Singapore,7/14/2019,12/31/9999,TRUE
12678,CUST009194,Global Foods PLC,Mid-Market,Chile,9/5/2019,12/31/9999,TRUE
12679,CUST009195,Northern Systems Holdings,Mid-Market,Argentina,7/24/2019,12/31/9999,TRUE
12680,CUST009196,Onyx Solutions Ltd,SMB,Japan,7/18/2020,4/11/2021,FALSE
12681,CUST009196,Onyx Solutions Ltd,Government,Japan,4/12/2021,12/31/9999,TRUE
12682,CUST009197,Raj Novak,Consumer,Japan,1/13/2022,12/31/9999,TRUE
12683,CUST009198,Thomas Okafor,Consumer,China,10/28/2018,12/31/9999,TRUE
12684,CUST009199,Priya Silva,Consumer,Australia,8/12/2018,3/11/2020,FALSE
12685,CUST009199,Priya Silva,Consumer,Australia,3/12/2020,12/31/9999,TRUE
12686,CUST009200,Horizon Analytics Ltd,Startup,Spain,2/25/2020,12/31/9999,TRUE
12687,CUST009201,Apex Systems Holdings,Education,Australia,12/9/2018,12/31/9999,TRUE
12688,CUST009202,Meridian Financial PLC,Startup,Canada,12/6/2021,12/31/9999,TRUE
12689,CUST009203,Redwood Retail Corp,Mid-Market,Japan,8/18/2020,5/12/2021,FALSE
12690,CUST009203,Redwood Retail Corp,SMB,Japan,5/13/2021,12/31/9999,TRUE
12691,CUST009204,Vertex Software Co,Mid-Market,United Kingdom,8/10/2021,5/16/2023,FALSE
12692,CUST009204,Vertex Software Co,Mid-Market,United Kingdom,5/17/2023,6/7/2024,FALSE
12693,CUST009204,Vertex Software Co,Consumer,United Kingdom,6/8/2024,12/31/9999,TRUE
12694,CUST009205,Halcyon Logistics Group,Enterprise,France,3/24/2021,12/31/9999,TRUE
12695,CUST009206,Atlas Systems PLC,Education,Argentina,5/17/2021,12/31/9999,TRUE
12696,CUST009207,Halcyon Software Co,Education,Italy,5/17/2018,12/31/9999,TRUE
12697,CUST009208,Pioneer Textiles Corp,Mid-Market,Mexico,2/10/2022,1/20/2024,FALSE
12698,CUST009208,Pioneer Textiles Corp,Mid-Market,Singapore,1/21/2024,12/31/9999,TRUE
12699,CUST009209,Redwood Energy PLC,Enterprise,Italy,1/14/2020,12/31/9999,TRUE
12700,CUST009210,Apex Textiles Corp,Government,India,3/21/2022,12/31/9999,TRUE
12701,CUST009211,Nova Software Holdings,Mid-Market,Spain,10/3/2022,6/29/2024,FALSE
12702,CUST009211,Nova Software Holdings,Mid-Market,France,6/30/2024,12/31/9999,TRUE
12703,CUST009212,Halcyon Networks Inc,Government,Chile,4/6/2020,12/31/9999,TRUE
12704,CUST009213,Jessica Haddad,Consumer,Brazil,6/22/2020,12/31/9999,TRUE
12705,CUST009214,Apex Networks Holdings,Education,Mexico,11/21/2018,1/17/2021,FALSE
12706,CUST009214,Apex Networks Holdings,SMB,Mexico,1/18/2021,12/31/9999,TRUE
12707,CUST009215,Susan Nguyen,Consumer,Japan,6/28/2018,7/17/2019,FALSE
12708,CUST009215,Susan Nguyen,Startup,Japan,7/18/2019,12/31/9999,TRUE
12709,CUST009216,Evergreen Manufacturing Group,SMB,Japan,11/22/2018,12/31/9999,TRUE
12710,CUST009217,Onyx Motors Group,SMB,Japan,6/27/2020,12/31/9999,TRUE
12711,CUST009218,John Miller,Consumer,France,10/4/2021,1/7/2023,FALSE
12712,CUST009218,John Miller,Consumer,France,1/8/2023,12/31/9999,TRUE
12713,CUST009219,Pioneer Textiles PLC,Enterprise,Netherlands,12/16/2020,12/31/9999,TRUE
12714,CUST009220,Cobalt Systems Holdings,Enterprise,United States,8/25/2022,8/22/2023,FALSE
12715,CUST009220,Cobalt Systems Holdings,Mid-Market,Germany,8/23/2023,9/26/2025,FALSE
12716,CUST009220,Cobalt Systems Holdings,SMB,Germany,9/27/2025,12/31/9999,TRUE
12717,CUST009221,Aisha Costa,Consumer,Argentina,5/5/2018,12/31/9999,TRUE
12718,CUST009222,Atlas Textiles Ltd,SMB,Netherlands,6/16/2021,12/31/9999,TRUE
12719,CUST009223,Prime Logistics PLC,Mid-Market,Mexico,10/10/2021,12/31/9999,TRUE
12720,CUST009224,Horizon Pharma Co,SMB,Mexico,8/5/2019,12/31/9999,TRUE
12721,CUST009225,Atlas Industries Ltd,Mid-Market,Chile,10/5/2022,12/31/9999,TRUE
12722,CUST009226,Cobalt Foods Group,SMB,Singapore,8/23/2019,12/31/9999,TRUE
12723,CUST009227,Yuki Rossi,Consumer,Germany,11/5/2020,12/31/9999,TRUE
12724,CUST009228,Quantum Software Group,Government,Spain,12/12/2019,12/31/9999,TRUE
12725,CUST009229,Pioneer Motors LLC,Startup,Australia,1/17/2022,4/1/2023,FALSE
12726,CUST009229,Pioneer Motors LLC,Government,Australia,4/2/2023,5/24/2025,FALSE
12727,CUST009229,Pioneer Motors LLC,Government,Australia,5/25/2025,12/31/9999,TRUE
12728,CUST009230,Horizon Analytics Holdings,Government,Italy,5/18/2019,12/31/9999,TRUE
12729,CUST009231,Cobalt Networks Co,Startup,Germany,10/8/2021,12/31/9999,TRUE
12730,CUST009232,Sterling Pharma Ltd,Mid-Market,China,4/6/2020,11/7/2021,FALSE
12731,CUST009232,Sterling Pharma Ltd,Mid-Market,China,11/8/2021,12/31/9999,TRUE
12732,CUST009233,Prime Robotics PLC,SMB,Chile,5/2/2019,12/31/9999,TRUE
12733,CUST009234,Summit Software Group,Startup,United Kingdom,10/11/2019,1/25/2021,FALSE
12734,CUST009234,Summit Software Group,Startup,Netherlands,1/26/2021,4/29/2023,FALSE
12735,CUST009234,Summit Software Group,Education,Netherlands,4/30/2023,12/31/9999,TRUE
12736,CUST009235,Prime Systems Corp,Government,China,10/23/2022,12/31/9999,TRUE
12737,CUST009236,Redwood Health Corp,Mid-Market,Mexico,10/9/2020,12/31/9999,TRUE
12738,CUST009237,Halcyon Textiles PLC,SMB,Argentina,3/24/2022,12/31/9999,TRUE
12739,CUST009238,Pioneer Industries LLC,Enterprise,China,3/24/2021,12/31/9999,TRUE
12740,CUST009239,Global Logistics LLC,Education,United States,8/4/2019,12/31/9999,TRUE
12741,CUST009240,Vertex Industries Inc,Startup,India,6/1/2021,12/31/9999,TRUE
12742,CUST009241,Barbara Smith,Consumer,Netherlands,12/5/2018,12/31/9999,TRUE
12743,CUST009242,Vertex Manufacturing Holdings,Government,United Kingdom,7/16/2018,12/31/9999,TRUE
12744,CUST009243,Halcyon Financial Group,Mid-Market,Japan,7/3/2021,12/31/9999,TRUE
12745,CUST009244,Horizon Dynamics LLC,SMB,Brazil,12/19/2021,7/8/2023,FALSE
12746,CUST009244,Horizon Dynamics LLC,Startup,United States,7/9/2023,12/31/9999,TRUE
12747,CUST009245,Redwood Software Ltd,Startup,Brazil,10/11/2019,9/11/2020,FALSE
12748,CUST009245,Redwood Software Ltd,Government,Brazil,9/12/2020,12/31/9999,TRUE
12749,CUST009246,Pioneer Networks Inc,SMB,Netherlands,5/15/2018,7/27/2019,FALSE
12750,CUST009246,Pioneer Networks Inc,SMB,Netherlands,7/28/2019,12/31/9999,TRUE
12751,CUST009247,Cascade Solutions Holdings,Mid-Market,Italy,8/4/2018,12/31/9999,TRUE
12752,CUST009248,Prime Financial Co,Government,United Kingdom,7/4/2018,12/31/9999,TRUE
12753,CUST009249,Prime Foods Co,Startup,Netherlands,10/23/2021,12/31/9999,TRUE
12754,CUST009250,Pacific Energy LLC,SMB,United States,12/22/2022,12/31/9999,TRUE
12755,CUST009251,Nova Solutions Co,Education,Japan,8/6/2018,12/31/9999,TRUE
12756,CUST009252,Pacific Pharma Holdings,SMB,United States,10/6/2022,12/31/9999,TRUE
12757,CUST009253,Onyx Industries LLC,Government,India,3/17/2019,12/31/9999,TRUE
12758,CUST009254,Cascade Health Corp,Startup,Netherlands,4/4/2018,12/31/9999,TRUE
12759,CUST009255,Apex Textiles Group,Government,Singapore,6/19/2021,6/15/2022,FALSE
12760,CUST009255,Apex Textiles Group,SMB,Singapore,6/16/2022,7/22/2023,FALSE
12761,CUST009255,Apex Textiles Group,Government,Singapore,7/23/2023,12/31/9999,TRUE
12762,CUST009256,Priya Reyes,Consumer,Chile,6/18/2022,12/31/9999,TRUE
12763,CUST009257,Vertex Motors LLC,Startup,Chile,7/15/2021,12/31/9999,TRUE
12764,CUST009258,Vertex Energy LLC,Education,Chile,1/22/2020,12/16/2021,FALSE
12765,CUST009258,Vertex Energy LLC,Education,Italy,12/17/2021,6/4/2023,FALSE
12766,CUST009258,Vertex Energy LLC,Education,Italy,6/5/2023,12/31/9999,TRUE
12767,CUST009259,Global Pharma Holdings,Startup,Mexico,11/19/2019,12/31/9999,TRUE
12768,CUST009260,Redwood Analytics LLC,Mid-Market,Mexico,5/23/2019,12/31/9999,TRUE
12769,CUST009261,Redwood Retail LLC,Mid-Market,Mexico,12/22/2018,1/4/2020,FALSE
12770,CUST009261,Redwood Retail LLC,Mid-Market,Mexico,1/5/2020,12/31/9999,TRUE
12771,CUST009262,Apex Networks Inc,SMB,China,7/21/2021,12/31/9999,TRUE
12772,CUST009263,Quantum Robotics Co,SMB,United Kingdom,12/26/2020,12/31/9999,TRUE
12773,CUST009264,Prime Textiles LLC,Mid-Market,India,7/13/2018,12/31/9999,TRUE
12774,CUST009265,Linda Wang,Consumer,Germany,2/28/2022,12/31/9999,TRUE
12775,CUST009266,James Wang,Consumer,Germany,8/23/2019,7/6/2021,FALSE
12776,CUST009266,James Wang,Startup,Canada,7/7/2021,1/8/2023,FALSE
12777,CUST009266,James Wang,Startup,Canada,1/9/2023,12/31/9999,TRUE
12778,CUST009267,Onyx Pharma Corp,Education,Germany,9/22/2022,12/31/9999,TRUE
12779,CUST009268,Joseph Reyes,Consumer,India,6/22/2018,12/31/9999,TRUE
12780,CUST009269,Meridian Health Corp,Startup,Argentina,2/8/2020,12/31/9999,TRUE
12781,CUST009270,Onyx Solutions Holdings,Enterprise,Italy,8/26/2022,12/31/9999,TRUE
12782,CUST009271,Onyx Systems Group,Mid-Market,Canada,7/27/2019,6/24/2021,FALSE
12783,CUST009271,Onyx Systems Group,Enterprise,China,6/25/2021,12/31/9999,TRUE
12784,CUST009272,Northern Foods Co,Government,United States,7/21/2021,10/30/2023,FALSE
12785,CUST009272,Northern Foods Co,Enterprise,United States,10/31/2023,12/31/9999,TRUE
12786,CUST009273,Aisha Brown,Consumer,Italy,1/11/2021,11/2/2022,FALSE
12787,CUST009273,Aisha Brown,Consumer,Italy,11/3/2022,12/31/9999,TRUE
12788,CUST009274,Nova Energy Corp,Education,Italy,7/6/2021,12/31/9999,TRUE
12789,CUST009275,Quantum Energy Ltd,Government,France,9/10/2021,12/21/2022,FALSE
12790,CUST009275,Quantum Energy Ltd,Consumer,Germany,12/22/2022,12/31/9999,TRUE
12791,CUST009276,Pioneer Networks Ltd,Enterprise,France,12/7/2021,12/31/9999,TRUE
12792,CUST009277,Patricia Reyes,Consumer,Netherlands,8/4/2018,12/31/9999,TRUE
12793,CUST009278,Sterling Robotics Holdings,Mid-Market,United Kingdom,2/14/2018,12/31/9999,TRUE
12794,CUST009279,Horizon Logistics Corp,SMB,Germany,11/26/2018,2/8/2021,FALSE
12795,CUST009279,Horizon Logistics Corp,Mid-Market,Germany,2/9/2021,8/3/2022,FALSE
12796,CUST009279,Horizon Logistics Corp,Mid-Market,Germany,8/4/2022,12/31/9999,TRUE
12797,CUST009280,Meridian Analytics Ltd,Education,France,4/7/2021,12/31/9999,TRUE
12798,CUST009281,Apex Analytics Corp,Government,Spain,5/18/2022,10/26/2023,FALSE
12799,CUST009281,Apex Analytics Corp,Government,Spain,10/27/2023,12/31/9999,TRUE
12800,CUST009282,Summit Media Inc,Enterprise,Chile,11/28/2021,10/5/2022,FALSE
12801,CUST009282,Summit Media Inc,Enterprise,India,10/6/2022,12/31/9999,TRUE
12802,CUST009283,Pacific Analytics Inc,Startup,Germany,2/17/2022,12/31/9999,TRUE
12803,CUST009284,Northern Analytics Co,Government,France,6/7/2022,12/31/9999,TRUE
12804,CUST009285,Sterling Analytics PLC,Enterprise,Germany,6/21/2018,11/23/2020,FALSE
12805,CUST009285,Sterling Analytics PLC,Enterprise,Germany,11/24/2020,7/14/2022,FALSE
12806,CUST009285,Sterling Analytics PLC,Government,Germany,7/15/2022,12/31/9999,TRUE
12807,CUST009286,Summit Analytics Group,Enterprise,Chile,2/15/2020,10/16/2020,FALSE
12808,CUST009286,Summit Analytics Group,Enterprise,India,10/17/2020,12/31/9999,TRUE
12809,CUST009287,Prime Health PLC,Education,Mexico,8/23/2018,12/31/9999,TRUE
12810,CUST009288,Prime Systems Co,Startup,Germany,10/27/2022,12/31/9999,TRUE
12811,CUST009289,Prime Robotics Corp,Education,Singapore,2/28/2020,12/31/9999,TRUE
12812,CUST009290,Pioneer Networks Corp,Startup,United States,4/25/2020,12/31/9999,TRUE
12813,CUST009291,Sterling Manufacturing Co,Education,Chile,3/25/2022,12/31/9999,TRUE
12814,CUST009292,Evergreen Media Group,Government,Germany,7/19/2019,8/11/2020,FALSE
12815,CUST009292,Evergreen Media Group,Education,Germany,8/12/2020,12/10/2021,FALSE
12816,CUST009292,Evergreen Media Group,Education,United States,12/11/2021,12/31/9999,TRUE
12817,CUST009293,Apex Software LLC,Startup,Germany,8/21/2019,12/31/9999,TRUE
12818,CUST009294,Nova Dynamics Inc,Startup,Japan,4/17/2019,12/31/9999,TRUE
12819,CUST009295,Cobalt Media Co,Enterprise,Germany,1/11/2021,12/31/9999,TRUE
12820,CUST009296,Meridian Networks Group,Government,Spain,7/11/2020,12/31/9999,TRUE
12821,CUST009297,Vertex Financial Holdings,Enterprise,Mexico,12/11/2020,12/31/9999,TRUE
12822,CUST009298,Sterling Manufacturing Inc,SMB,India,10/6/2022,8/7/2024,FALSE
12823,CUST009298,Sterling Manufacturing Inc,Enterprise,India,8/8/2024,12/31/9999,TRUE
12824,CUST009299,Prime Robotics Inc,Education,Chile,11/27/2022,12/31/9999,TRUE
12825,CUST009300,Apex Manufacturing LLC,Startup,Chile,8/7/2021,12/31/9999,TRUE
12826,CUST009301,Meridian Financial Group,Startup,Chile,2/22/2018,12/31/9999,TRUE
12827,CUST009302,Quantum Solutions Inc,Mid-Market,Japan,3/28/2019,1/13/2020,FALSE
12828,CUST009302,Quantum Solutions Inc,Mid-Market,Japan,1/14/2020,12/31/9999,TRUE
12829,CUST009303,Horizon Networks PLC,Startup,United States,12/23/2018,10/30/2019,FALSE
12830,CUST009303,Horizon Networks PLC,Startup,United States,10/31/2019,12/31/9999,TRUE
12831,CUST009304,Summit Robotics LLC,Government,India,3/17/2020,12/31/9999,TRUE
12832,CUST009305,Summit Foods Ltd,Mid-Market,Italy,1/4/2021,12/31/9999,TRUE
12833,CUST009306,Apex Pharma Corp,Government,Germany,4/9/2020,12/31/9999,TRUE
12834,CUST009307,Onyx Foods Holdings,Education,Australia,12/28/2020,12/31/9999,TRUE
12835,CUST009308,Atlas Networks PLC,Education,Spain,6/23/2019,12/31/9999,TRUE
12836,CUST009309,Northern Industries Group,Enterprise,China,12/4/2022,12/31/9999,TRUE
12837,CUST009310,Priya Haddad,Consumer,Italy,7/12/2019,5/9/2021,FALSE
12838,CUST009310,Priya Haddad,Enterprise,Chile,5/10/2021,12/31/9999,TRUE
12839,CUST009311,Michael Dubois,Consumer,India,8/15/2021,7/22/2023,FALSE
12840,CUST009311,Michael Dubois,Consumer,Brazil,7/23/2023,12/31/9999,TRUE
12841,CUST009312,Cascade Consulting Ltd,Startup,China,2/16/2018,11/22/2018,FALSE
12842,CUST009312,Cascade Consulting Ltd,Startup,Netherlands,11/23/2018,12/31/9999,TRUE
12843,CUST009313,Northern Logistics LLC,Mid-Market,Italy,3/28/2021,10/17/2022,FALSE
12844,CUST009313,Northern Logistics LLC,Government,Italy,10/18/2022,12/31/9999,TRUE
12845,CUST009314,Atlas Media Ltd,Government,United Kingdom,1/6/2022,12/31/9999,TRUE
12846,CUST009315,Horizon Robotics Ltd,Mid-Market,Singapore,10/19/2021,6/27/2023,FALSE
12847,CUST009315,Horizon Robotics Ltd,Mid-Market,Singapore,6/28/2023,12/31/9999,TRUE
12848,CUST009316,Evergreen Logistics Inc,Startup,United Kingdom,6/7/2020,6/6/2022,FALSE
12849,CUST009316,Evergreen Logistics Inc,Startup,Germany,6/7/2022,12/31/9999,TRUE
12850,CUST009317,Halcyon Robotics Group,Enterprise,United States,4/3/2019,12/31/9999,TRUE
